LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Allegany,06,01B,014-000,UNAFFILIATED,0,0,3,0,118
Allegany,06,01B,014-000,WORKING CLASS PARTY,0,0,0,0,2
Allegany,06,01C,016-001,DEMOCRATIC,29,4,33,0,289
Allegany,06,01C,016-001,GREEN,0,0,0,0,3
Allegany,06,01C,016-001,LIBERTARIAN,0,0,0,0,6
Allegany,06,01C,016-001,OTHER PARTIES,0,0,0,0,14
Allegany,06,01C,016-001,REPUBLICAN,213,39,45,7,839
Allegany,06,01C,016-001,UNAFFILIATED,8,0,3,2,236
Allegany,06,01C,016-001,WORKING CLASS PARTY,0,0,0,0,0
Allegany,06,01B,016-002,DEMOCRATIC,1,0,3,0,12
Allegany,06,01B,016-002,GREEN,0,0,0,0,0
Allegany,06,01B,016-002,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,016-002,OTHER PARTIES,1,0,0,0,1
Allegany,06,01B,016-002,REPUBLICAN,9,1,3,0,40
Allegany,06,01B,016-002,UNAFFILIATED,1,0,0,0,9
Allegany,06,01B,016-002,WORKING CLASS PARTY,0,0,0,0,0
Allegany,06,01B,018-000,DEMOCRATIC,38,4,18,0,237
Allegany,06,01B,018-000,GREEN,0,0,0,0,1
Allegany,06,01B,018-000,LIBERTARIAN,0,0,0,0,3
Allegany,06,01B,018-000,OTHER PARTIES,0,0,0,0,5
Allegany,06,01B,018-000,REPUBLICAN,283,21,57,3,975
Allegany,06,01B,018-000,UNAFFILIATED,6,0,2,0,189
Allegany,06,01B,018-000,WORKING CLASS PARTY,0,0,0,0,2
Allegany,06,01B,020-000,DEMOCRATIC,25,5,17,1,253
Allegany,06,01B,020-000,GREEN,0,0,0,0,2
Allegany,06,01B,020-000,LIBERTARIAN,0,0,0,0,2
Allegany,06,01B,020-000,OTHER PARTIES,1,0,0,0,12
Allegany,06,01B,020-000,REPUBLICAN,208,28,39,9,845
Allegany,06,01B,020-000,UNAFFILIATED,7,1,5,0,238
Allegany,06,01B,020-000,WORKING CLASS PARTY,0,0,0,0,2
Allegany,06,01C,021-000,DEMOCRATIC,18,5,26,0,151
Allegany,06,01C,021-000,GREEN,0,0,0,0,1
Allegany,06,01C,021-000,LIBERTARIAN,0,0,0,0,2
Allegany,06,01C,021-000,OTHER PARTIES,0,0,0,0,2
Allegany,06,01C,021-000,REPUBLICAN,122,22,12,2,497
Allegany,06,01C,021-000,UNAFFILIATED,6,2,0,0,137
Allegany,06,01C,021-000,WORKING CLASS PARTY,0,0,0,0,1
Allegany,06,01B,022-000,DEMOCRATIC,42,20,68,4,505
Allegany,06,01B,022-000,GREEN,0,0,0,0,4
Allegany,06,01B,022-000,LIBERTARIAN,1,0,0,0,14
Allegany,06,01B,022-000,OTHER PARTIES,2,0,1,0,20
Allegany,06,01B,022-000,REPUBLICAN,122,46,54,2,765
Allegany,06,01B,022-000,UNAFFILIATED,11,3,11,3,362
Allegany,06,01B,022-000,WORKING CLASS PARTY,0,0,0,0,5
Allegany,06,01B,023-000,DEMOCRATIC,72,13,75,1,619
Allegany,06,01B,023-000,GREEN,0,0,1,0,8
Allegany,06,01B,023-000,LIBERTARIAN,0,0,1,0,11
Allegany,06,01B,023-000,OTHER PARTIES,0,0,0,0,14
Allegany,06,01B,023-000,REPUBLICAN,178,22,29,3,773
Allegany,06,01B,023-000,UNAFFILIATED,17,1,4,1,394
Allegany,06,01B,023-000,WORKING CLASS PARTY,0,0,0,0,6
Allegany,06,01B,024-000,DEMOCRATIC,30,5,38,0,266
Allegany,06,01B,024-000,GREEN,0,0,0,0,6
Allegany,06,01B,024-000,LIBERTARIAN,0,0,1,0,7
Allegany,06,01B,024-000,OTHER PARTIES,0,0,1,0,12
Allegany,06,01B,024-000,REPUBLICAN,204,25,31,4,755
Allegany,06,01B,024-000,UNAFFILIATED,10,0,9,1,204
Allegany,06,01B,024-000,WORKING CLASS PARTY,0,0,0,0,0
Allegany,06,01A,026-000,DEMOCRATIC,107,24,89,8,696
Allegany,06,01A,026-000,GREEN,0,0,0,0,4
Allegany,06,01A,026-000,LIBERTARIAN,0,0,0,1,17
Allegany,06,01A,026-000,OTHER PARTIES,1,0,0,0,21
Allegany,06,01A,026-000,REPUBLICAN,187,23,74,6,815
Allegany,06,01A,026-000,UNAFFILIATED,6,0,15,2,397
Allegany,06,01A,026-000,WORKING CLASS PARTY,0,0,0,0,3
Allegany,06,01B,029-001,DEMOCRATIC,76,24,69,3,493
Allegany,06,01B,029-001,GREEN,0,0,0,0,1
Allegany,06,01B,029-001,LIBERTARIAN,2,0,0,0,6
Allegany,06,01B,029-001,OTHER PARTIES,0,0,0,0,12
Allegany,06,01B,029-001,REPUBLICAN,261,39,65,3,929
Allegany,06,01B,029-001,UNAFFILIATED,10,3,12,0,318
Allegany,06,01B,029-001,WORKING CLASS PARTY,0,0,1,0,3
Allegany,06,01B,029-002,DEMOCRATIC,63,12,61,2,437
Allegany,06,01B,029-002,GREEN,0,0,0,0,0
Allegany,06,01B,029-002,LIBERTARIAN,1,0,0,0,5
Allegany,06,01B,029-002,OTHER PARTIES,0,0,0,0,8
Allegany,06,01B,029-002,REPUBLICAN,239,43,55,2,819
Allegany,06,01B,029-002,UNAFFILIATED,10,2,10,0,246
Allegany,06,01B,029-002,WORKING CLASS PARTY,0,0,0,0,1
Allegany,06,01B,029-003,DEMOCRATIC,40,16,56,2,357
Allegany,06,01B,029-003,GREEN,0,0,0,0,2
Allegany,06,01B,029-003,LIBERTARIAN,1,0,2,0,14
Allegany,06,01B,029-003,OTHER PARTIES,0,0,0,0,5
Allegany,06,01B,029-003,REPUBLICAN,141,30,38,3,633
Allegany,06,01B,029-003,UNAFFILIATED,12,0,5,3,194
Allegany,06,01B,029-003,WORKING CLASS PARTY,0,0,0,0,0
Allegany,06,01A,031-000,DEMOCRATIC,16,8,21,0,229
Allegany,06,01A,031-000,GREEN,0,0,0,0,0
Allegany,06,01A,031-000,LIBERTARIAN,0,0,0,0,2
Allegany,06,01A,031-000,OTHER PARTIES,1,0,0,0,7
Allegany,06,01A,031-000,REPUBLICAN,159,6,22,5,659
Allegany,06,01A,031-000,UNAFFILIATED,7,0,0,0,191
Allegany,06,01A,031-000,WORKING CLASS PARTY,0,0,1,0,3
Allegany,06,01B,034-000,DEMOCRATIC,51,14,44,1,335
Allegany,06,01B,034-000,GREEN,0,0,0,0,1
Allegany,06,01B,034-000,LIBERTARIAN,1,0,0,0,6
Allegany,06,01B,034-000,OTHER PARTIES,0,0,0,0,8
Allegany,06,01B,034-000,REPUBLICAN,182,35,32,4,697
Allegany,06,01B,034-000,UNAFFILIATED,9,1,7,0,220
Allegany,06,01B,034-000,WORKING CLASS PARTY,0,0,1,0,2
Allegany,,,Unable to Determine,DEMOCRATIC,0,0,0,0,
Allegany,,,Unable to Determine,GREEN,0,0,0,0,
Allegany,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Allegany,,,Unable to Determine,OTHER PARTIES,0,0,0,0,
Allegany,,,Unable to Determine,REPUBLICAN,0,0,0,0,
Allegany,,,Unable to Determine,UNAFFILIATED,0,0,0,0,
Allegany,,,Unable to Determine,WORKING CLASS PARTY,0,0,0,0,
Anne Arundel,03,32,001-001,DEMOCRATIC,112,26,80,6,631
Anne Arundel,03,32,001-001,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-001,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,001-001,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,32,001-001,REPUBLICAN,159,34,34,1,653
Anne Arundel,03,32,001-001,UNAFFILIATED,0,0,0,4,0
Anne Arundel,03,32,001-001,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-002,DEMOCRATIC,123,19,81,8,780
Anne Arundel,03,32,001-002,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-002,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,001-002,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,001-002,REPUBLICAN,178,14,25,4,691
Anne Arundel,03,32,001-002,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,32,001-002,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-003,DEMOCRATIC,78,9,97,5,836
Anne Arundel,03,32,001-003,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-003,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,001-003,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,001-003,REPUBLICAN,119,31,32,5,726
Anne Arundel,03,32,001-003,UNAFFILIATED,0,0,0,1,0
Anne Arundel,03,32,001-003,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,12B,001-004,DEMOCRATIC,142,31,105,3,1092
Anne Arundel,03,12B,001-004,GREEN,0,0,0,0,0
Anne Arundel,03,12B,001-004,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,12B,001-004,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,12B,001-004,REPUBLICAN,73,12,29,4,469
Anne Arundel,03,12B,001-004,UNAFFILIATED,0,0,0,5,0
Anne Arundel,03,12B,001-004,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-005,DEMOCRATIC,280,106,276,25,2147
Anne Arundel,03,32,001-005,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-005,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,001-005,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,001-005,REPUBLICAN,149,48,83,5,924
Anne Arundel,03,32,001-005,UNAFFILIATED,0,0,0,7,0
Anne Arundel,03,32,001-005,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-006,DEMOCRATIC,155,66,189,11,1482
Anne Arundel,03,32,001-006,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-006,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,001-006,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,001-006,REPUBLICAN,51,14,32,3,453
Anne Arundel,03,32,001-006,UNAFFILIATED,0,0,0,2,0
Anne Arundel,03,32,001-006,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,12B,001-007,DEMOCRATIC,63,5,62,4,531
Anne Arundel,03,12B,001-007,GREEN,0,0,0,0,0
Anne Arundel,03,12B,001-007,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,12B,001-007,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,12B,001-007,REPUBLICAN,117,5,19,2,589
Anne Arundel,03,12B,001-007,UNAFFILIATED,0,0,0,1,0
Anne Arundel,03,12B,001-007,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-008,DEMOCRATIC,92,26,93,3,832
Anne Arundel,03,32,001-008,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-008,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,001-008,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,32,001-008,REPUBLICAN,144,23,38,0,786
Anne Arundel,03,32,001-008,UNAFFILIATED,0,0,0,4,0
Anne Arundel,03,32,001-008,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-009,DEMOCRATIC,68,13,81,4,678
Anne Arundel,03,32,001-009,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-009,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,32,001-009,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,001-009,REPUBLICAN,144,37,34,2,706
Anne Arundel,03,32,001-009,UNAFFILIATED,0,0,0,1,0
Anne Arundel,03,32,001-009,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-010,DEMOCRATIC,78,22,79,5,512
Anne Arundel,03,32,001-010,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-010,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,001-010,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,001-010,REPUBLICAN,117,33,25,2,505
Anne Arundel,03,32,001-010,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,32,001-010,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-011,DEMOCRATIC,66,18,62,5,411
Anne Arundel,03,32,001-011,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-011,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,001-011,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,001-011,REPUBLICAN,90,18,20,1,460
Anne Arundel,03,32,001-011,UNAFFILIATED,0,0,0,5,0
Anne Arundel,03,32,001-011,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,12B,001-012,DEMOCRATIC,108,27,87,5,1806
Anne Arundel,03,12B,001-012,GREEN,0,0,0,0,0
Anne Arundel,03,12B,001-012,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,12B,001-012,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,12B,001-012,REPUBLICAN,51,8,17,6,438
Anne Arundel,03,12B,001-012,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,12B,001-012,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,12B,001-013,DEMOCRATIC,36,6,21,3,536
Anne Arundel,03,12B,001-013,GREEN,0,0,0,0,0
Anne Arundel,03,12B,001-013,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,12B,001-013,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,12B,001-013,REPUBLICAN,30,4,7,0,280
Anne Arundel,03,12B,001-013,UNAFFILIATED,0,0,0,8,0
Anne Arundel,03,12B,001-013,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-014,DEMOCRATIC,73,19,116,2,776
Anne Arundel,03,32,001-014,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-014,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,32,001-014,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,32,001-014,REPUBLICAN,86,32,26,0,628
Anne Arundel,03,32,001-014,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,32,001-014,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,12B,001-015,DEMOCRATIC,87,24,82,4,896
Anne Arundel,03,12B,001-015,GREEN,0,0,0,0,0
Anne Arundel,03,12B,001-015,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,12B,001-015,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,12B,001-015,REPUBLICAN,105,14,29,1,577
Anne Arundel,03,12B,001-015,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,12B,001-015,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,12B,001-016,DEMOCRATIC,75,14,47,4,890
Anne Arundel,03,12B,001-016,GREEN,0,0,0,0,0
Anne Arundel,03,12B,001-016,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,12B,001-016,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,12B,001-016,REPUBLICAN,90,15,9,0,538
Anne Arundel,03,12B,001-016,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,12B,001-016,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,12B,001-017,DEMOCRATIC,61,14,57,4,770
Anne Arundel,03,12B,001-017,GREEN,0,0,0,0,0
Anne Arundel,03,12B,001-017,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,12B,001-017,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,12B,001-017,REPUBLICAN,54,3,15,3,389
Anne Arundel,03,12B,001-017,UNAFFILIATED,0,0,0,5,0
Anne Arundel,03,12B,001-017,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,12B,001-018,DEMOCRATIC,136,59,168,8,1488
Anne Arundel,03,12B,001-018,GREEN,0,0,0,0,0
Anne Arundel,03,12B,001-018,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,12B,001-018,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,12B,001-018,REPUBLICAN,64,31,27,2,635
Anne Arundel,03,12B,001-018,UNAFFILIATED,0,0,0,4,0
Anne Arundel,03,12B,001-018,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-019,DEMOCRATIC,165,50,163,17,1299
Anne Arundel,03,32,001-019,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-019,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,001-019,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,001-019,REPUBLICAN,66,15,48,1,405
Anne Arundel,03,32,001-019,UNAFFILIATED,0,0,0,4,0
Anne Arundel,03,32,001-019,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,001-020,DEMOCRATIC,190,66,135,4,1753
