LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Allegany,06,01A,008-000,OTHER PARTIES,1,0,0,0,15
Allegany,06,01A,008-000,REPUBLICAN,283,8,7,1,1143
Allegany,06,01A,008-000,UNAFFILIATED,23,1,3,0,344
Allegany,06,01A,009-000,DEMOCRAT,38,1,1,0,161
Allegany,06,01A,009-000,GREEN,0,0,0,0,1
Allegany,06,01A,009-000,LIBERTARIAN,0,0,0,0,3
Allegany,06,01A,009-000,OTHER PARTIES,0,0,0,0,4
Allegany,06,01A,009-000,REPUBLICAN,148,3,2,2,502
Allegany,06,01A,009-000,UNAFFILIATED,8,0,0,1,124
Allegany,06,01A,010-000,DEMOCRAT,45,2,4,0,205
Allegany,06,01A,010-000,GREEN,0,0,0,0,1
Allegany,06,01A,010-000,LIBERTARIAN,0,0,0,0,2
Allegany,06,01A,010-000,OTHER PARTIES,1,1,0,0,4
Allegany,06,01A,010-000,REPUBLICAN,333,11,11,0,891
Allegany,06,01A,010-000,UNAFFILIATED,14,2,0,0,153
Allegany,06,01B,011-000,DEMOCRAT,93,12,6,2,331
Allegany,06,01B,011-000,GREEN,0,0,0,0,4
Allegany,06,01B,011-000,LIBERTARIAN,1,0,0,0,2
Allegany,06,01B,011-000,OTHER PARTIES,0,0,0,0,5
Allegany,06,01B,011-000,REPUBLICAN,112,3,3,2,365
Allegany,06,01B,011-000,UNAFFILIATED,14,0,2,0,118
Allegany,06,01B,012-000,DEMOCRAT,167,14,5,0,659
Allegany,06,01B,012-000,GREEN,2,0,0,0,8
Allegany,06,01B,012-000,LIBERTARIAN,0,1,0,0,20
Allegany,06,01B,012-000,OTHER PARTIES,0,0,0,1,12
Allegany,06,01B,012-000,REPUBLICAN,284,24,11,1,933
Allegany,06,01B,012-000,UNAFFILIATED,21,0,0,1,349
Allegany,06,01B,013-000,DEMOCRAT,80,4,5,1,400
Allegany,06,01B,013-000,GREEN,0,0,0,0,1
Allegany,06,01B,013-000,LIBERTARIAN,0,0,0,0,2
Allegany,06,01B,013-000,OTHER PARTIES,0,0,0,0,7
Allegany,06,01B,013-000,REPUBLICAN,184,15,9,1,785
Allegany,06,01B,013-000,UNAFFILIATED,17,1,0,0,243
Allegany,06,01B,014-000,DEMOCRAT,43,14,3,1,246
Allegany,06,01B,014-000,GREEN,1,0,0,1,3
Allegany,06,01B,014-000,LIBERTARIAN,2,0,0,0,7
Allegany,06,01B,014-000,OTHER PARTIES,0,1,0,0,3
Allegany,06,01B,014-000,REPUBLICAN,38,4,2,0,143
Allegany,06,01B,014-000,UNAFFILIATED,12,0,0,0,96
Allegany,06,01C,016-000,DEMOCRAT,69,6,5,0,369
Allegany,06,01C,016-000,GREEN,0,0,0,0,9
Allegany,06,01C,016-000,LIBERTARIAN,1,0,0,0,9
Allegany,06,01C,016-000,OTHER PARTIES,2,0,0,0,13
Allegany,06,01C,016-000,REPUBLICAN,235,26,8,1,799
Allegany,06,01C,016-000,UNAFFILIATED,11,1,0,0,222
Allegany,06,01B,018-000,DEMOCRAT,71,7,3,0,289
Allegany,06,01B,018-000,GREEN,0,0,0,0,1
Allegany,06,01B,018-000,LIBERTARIAN,0,0,0,0,5
Allegany,06,01B,018-000,OTHER PARTIES,0,0,0,0,3
Allegany,06,01B,018-000,REPUBLICAN,329,26,14,0,924
Allegany,06,01B,018-000,UNAFFILIATED,14,1,0,0,175
Allegany,06,01B,020-000,DEMOCRAT,61,12,0,2,341
Allegany,06,01B,020-000,GREEN,0,0,0,0,6
Allegany,06,01B,020-000,LIBERTARIAN,2,0,0,0,6
Allegany,06,01B,020-000,OTHER PARTIES,0,0,0,0,10
Allegany,06,01B,020-000,REPUBLICAN,208,14,4,4,769
Allegany,06,01B,020-000,UNAFFILIATED,8,0,0,1,180
Allegany,06,01B,021-000,DEMOCRAT,45,5,2,0,203
Allegany,06,01B,021-000,GREEN,1,0,0,0,3
Allegany,06,01B,021-000,LIBERTARIAN,0,0,0,0,4
Allegany,06,01B,021-000,OTHER PARTIES,1,0,0,0,5
Allegany,06,01B,021-000,REPUBLICAN,129,11,0,1,448
Allegany,06,01B,021-000,UNAFFILIATED,7,1,0,0,125
Allegany,06,01C,022-001,DEMOCRAT,132,18,10,5,572
Allegany,06,01C,022-001,GREEN,0,0,0,0,5
Allegany,06,01C,022-001,LIBERTARIAN,1,0,0,0,14
Allegany,06,01C,022-001,OTHER PARTIES,3,0,0,1,19
Allegany,06,01C,022-001,REPUBLICAN,160,52,12,3,640
Allegany,06,01C,022-001,UNAFFILIATED,27,3,1,2,299
Allegany,06,01B,022-002,DEMOCRAT,4,8,0,2,36
Allegany,06,01B,022-002,GREEN,0,0,0,0,0
Allegany,06,01B,022-002,LIBERTARIAN,0,0,0,0,2
Allegany,06,01B,022-002,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,022-002,REPUBLICAN,9,4,2,0,54
Allegany,06,01B,022-002,UNAFFILIATED,0,0,0,0,10
Allegany,06,01B,023-000,DEMOCRAT,193,36,11,2,728
Allegany,06,01B,023-000,GREEN,1,0,0,0,5
Allegany,06,01B,023-000,LIBERTARIAN,3,1,0,0,11
Allegany,06,01B,023-000,OTHER PARTIES,2,0,0,0,12
Allegany,06,01B,023-000,REPUBLICAN,262,20,5,1,706
Allegany,06,01B,023-000,UNAFFILIATED,27,1,1,2,334
Allegany,06,01B,024-000,DEMOCRAT,72,8,2,0,317
Allegany,06,01B,024-000,GREEN,0,0,0,0,4
Allegany,06,01B,024-000,LIBERTARIAN,1,0,0,0,5
Allegany,06,01B,024-000,OTHER PARTIES,2,1,0,0,12
Allegany,06,01B,024-000,REPUBLICAN,222,15,12,1,727
Allegany,06,01B,024-000,UNAFFILIATED,11,0,0,0,176
Allegany,06,01B,026-000,DEMOCRAT,192,23,7,4,625
Allegany,06,01B,026-000,GREEN,0,1,1,0,10
Allegany,06,01B,026-000,LIBERTARIAN,0,0,0,0,21
Allegany,06,01B,026-000,OTHER PARTIES,2,0,0,0,10
Allegany,06,01B,026-000,REPUBLICAN,233,23,12,3,747
Allegany,06,01B,026-000,UNAFFILIATED,31,2,2,1,350
Allegany,06,01B,029-001,DEMOCRAT,128,28,4,2,511
Allegany,06,01B,029-001,GREEN,0,0,0,0,4
Allegany,06,01B,029-001,LIBERTARIAN,0,0,0,0,14
Allegany,06,01B,029-001,OTHER PARTIES,3,0,0,0,7
Allegany,06,01B,029-001,REPUBLICAN,295,37,14,5,916
Allegany,06,01B,029-001,UNAFFILIATED,24,4,0,1,269
Allegany,06,01B,029-002,DEMOCRAT,141,10,10,1,484
Allegany,06,01B,029-002,GREEN,1,0,0,0,2
Allegany,06,01B,029-002,LIBERTARIAN,1,0,0,1,11
Allegany,06,01B,029-002,OTHER PARTIES,1,0,0,0,7
Allegany,06,01B,029-002,REPUBLICAN,283,42,8,8,825
Allegany,06,01B,029-002,UNAFFILIATED,17,0,1,1,220
Allegany,06,01B,029-003,DEMOCRAT,93,22,2,1,392
Allegany,06,01B,029-003,GREEN,0,0,0,0,1
Allegany,06,01B,029-003,LIBERTARIAN,0,0,0,0,7
Allegany,06,01B,029-003,OTHER PARTIES,0,0,0,0,7
Allegany,06,01B,029-003,REPUBLICAN,199,19,4,3,575
Allegany,06,01B,029-003,UNAFFILIATED,7,1,0,1,166
Allegany,06,01A,031-000,DEMOCRAT,31,5,1,0,282
Allegany,06,01A,031-000,GREEN,0,0,0,0,0
Allegany,06,01A,031-000,LIBERTARIAN,1,0,0,0,5
Allegany,06,01A,031-000,OTHER PARTIES,1,0,0,0,6
Allegany,06,01A,031-000,REPUBLICAN,146,16,1,0,572
Allegany,06,01A,031-000,UNAFFILIATED,8,1,0,0,173
Allegany,06,01B,034-000,DEMOCRAT,126,15,5,1,428
Allegany,06,01B,034-000,GREEN,0,0,0,0,3
Allegany,06,01B,034-000,LIBERTARIAN,0,0,0,0,6
Allegany,06,01B,034-000,OTHER PARTIES,1,0,0,0,7
Allegany,06,01B,034-000,REPUBLICAN,213,29,8,1,640
Allegany,06,01B,034-000,UNAFFILIATED,16,0,1,0,215
Allegany,,,Unable to Determine,DEMOCRAT,0,0,0,0,
Allegany,,,Unable to Determine,GREEN,0,0,0,0,
Allegany,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Allegany,,,Unable to Determine,OTHER PARTIES,0,0,0,0,
Allegany,,,Unable to Determine,REPUBLICAN,0,0,0,0,
Allegany,,,Unable to Determine,UNAFFILIATED,0,0,0,0,
Anne Arundel,03,32,001-001,DEMOCRAT,141,36,3,5,669
Anne Arundel,03,32,001-001,GREEN,0,0,0,0,3
Anne Arundel,03,32,001-001,LIBERTARIAN,0,0,0,0,13
Anne Arundel,03,32,001-001,OTHER PARTIES,1,0,0,0,10
Anne Arundel,03,32,001-001,REPUBLICAN,119,36,3,1,644
Anne Arundel,03,32,001-001,UNAFFILIATED,12,1,0,2,303
Anne Arundel,03,32,001-002,DEMOCRAT,124,29,7,7,616
Anne Arundel,03,32,001-002,GREEN,1,0,0,0,4
Anne Arundel,03,32,001-002,LIBERTARIAN,1,0,0,0,7
Anne Arundel,03,32,001-002,OTHER PARTIES,0,0,0,0,6
Anne Arundel,03,32,001-002,REPUBLICAN,137,19,1,1,653
Anne Arundel,03,32,001-002,UNAFFILIATED,12,0,0,0,330
Anne Arundel,03,32,001-003,DEMOCRAT,86,54,4,1,883
Anne Arundel,03,32,001-003,GREEN,0,0,0,0,3
Anne Arundel,03,32,001-003,LIBERTARIAN,0,0,0,0,14
Anne Arundel,03,32,001-003,OTHER PARTIES,0,0,0,0,4
Anne Arundel,03,32,001-003,REPUBLICAN,88,35,3,0,749
Anne Arundel,03,32,001-003,UNAFFILIATED,10,3,0,1,423
Anne Arundel,02,31A,001-004,DEMOCRAT,138,73,19,6,1171
Anne Arundel,02,31A,001-004,GREEN,0,0,0,0,2
Anne Arundel,02,31A,001-004,LIBERTARIAN,0,0,0,0,11
Anne Arundel,02,31A,001-004,OTHER PARTIES,0,0,0,0,10
Anne Arundel,02,31A,001-004,REPUBLICAN,50,18,2,3,458
Anne Arundel,02,31A,001-004,UNAFFILIATED,8,4,1,0,365
Anne Arundel,02,32,001-005,DEMOCRAT,140,58,1,6,851
Anne Arundel,02,32,001-005,GREEN,0,0,0,0,5
Anne Arundel,02,32,001-005,LIBERTARIAN,1,0,0,0,10
Anne Arundel,02,32,001-005,OTHER PARTIES,0,0,0,0,8
Anne Arundel,02,32,001-005,REPUBLICAN,79,28,2,2,484
Anne Arundel,02,32,001-005,UNAFFILIATED,7,3,1,5,394
Anne Arundel,02,32,001-006,DEMOCRAT,209,86,5,3,1257
Anne Arundel,02,32,001-006,GREEN,0,0,0,0,8
Anne Arundel,02,32,001-006,LIBERTARIAN,0,0,0,0,13
Anne Arundel,02,32,001-006,OTHER PARTIES,0,0,0,0,6
Anne Arundel,02,32,001-006,REPUBLICAN,67,10,2,2,497
Anne Arundel,02,32,001-006,UNAFFILIATED,10,3,0,1,492
Anne Arundel,02,32,001-007,DEMOCRAT,75,16,2,3,554
Anne Arundel,02,32,001-007,GREEN,1,0,0,0,8
Anne Arundel,02,32,001-007,LIBERTARIAN,1,0,0,0,14
Anne Arundel,02,32,001-007,OTHER PARTIES,0,0,0,0,10
Anne Arundel,02,32,001-007,REPUBLICAN,79,12,0,2,586
Anne Arundel,02,32,001-007,UNAFFILIATED,9,2,0,1,358
Anne Arundel,03,32,001-008,DEMOCRAT,95,49,4,3,861
Anne Arundel,03,32,001-008,GREEN,0,0,0,0,5
Anne Arundel,03,32,001-008,LIBERTARIAN,0,0,0,0,10
Anne Arundel,03,32,001-008,OTHER PARTIES,0,0,0,0,5
Anne Arundel,03,32,001-008,REPUBLICAN,127,37,1,4,821
Anne Arundel,03,32,001-008,UNAFFILIATED,4,4,0,0,460
Anne Arundel,03,32,001-009,DEMOCRAT,89,44,6,0,686
Anne Arundel,03,32,001-009,GREEN,0,0,0,0,4
Anne Arundel,03,32,001-009,LIBERTARIAN,0,0,0,0,13
Anne Arundel,03,32,001-009,OTHER PARTIES,0,0,0,0,6
Anne Arundel,03,32,001-009,REPUBLICAN,86,31,1,0,741
Anne Arundel,03,32,001-009,UNAFFILIATED,6,2,0,1,362
Anne Arundel,02,32,001-010,DEMOCRAT,111,12,7,1,499
Anne Arundel,02,32,001-010,GREEN,0,0,0,0,2
Anne Arundel,02,32,001-010,LIBERTARIAN,1,0,0,0,6
Anne Arundel,02,32,001-010,OTHER PARTIES,0,0,0,0,7
Anne Arundel,02,32,001-010,REPUBLICAN,100,15,7,0,546
Anne Arundel,02,32,001-010,UNAFFILIATED,3,0,0,0,268
Anne Arundel,02,32,001-011,DEMOCRAT,85,13,3,3,400
Anne Arundel,02,32,001-011,GREEN,0,0,0,0,4
Anne Arundel,02,32,001-011,LIBERTARIAN,1,0,0,0,5
Anne Arundel,02,32,001-011,OTHER PARTIES,0,0,0,0,1
Anne Arundel,02,32,001-011,REPUBLICAN,93,7,0,5,459
Anne Arundel,02,32,001-011,UNAFFILIATED,2,1,1,0,246
Anne Arundel,02,31A,001-012,DEMOCRAT,117,60,3,6,1709
Anne Arundel,02,31A,001-012,GREEN,0,0,0,0,7
Anne Arundel,02,31A,001-012,LIBERTARIAN,1,0,0,0,11
Anne Arundel,02,31A,001-012,OTHER PARTIES,0,0,0,0,10
Anne Arundel,02,31A,001-012,REPUBLICAN,37,19,5,1,430
Anne Arundel,02,31A,001-012,UNAFFILIATED,6,2,0,0,531
Anne Arundel,02,31A,001-013,DEMOCRAT,49,5,0,1,564
Anne Arundel,02,31A,001-013,GREEN,0,0,0,0,6
Anne Arundel,02,31A,001-013,LIBERTARIAN,1,0,1,0,10
Anne Arundel,02,31A,001-013,OTHER PARTIES,0,0,0,0,8
Anne Arundel,02,31A,001-013,REPUBLICAN,27,6,0,0,270
Anne Arundel,02,31A,001-013,UNAFFILIATED,4,0,0,0,260
Anne Arundel,03,31A,001-014,DEMOCRAT,83,46,4,1,812
Anne Arundel,03,31A,001-014,GREEN,0,0,0,0,4
Anne Arundel,03,31A,001-014,LIBERTARIAN,1,0,0,0,13
Anne Arundel,03,31A,001-014,OTHER PARTIES,0,0,0,0,7
Anne Arundel,03,31A,001-014,REPUBLICAN,65,26,0,0,615
Anne Arundel,03,31A,001-014,UNAFFILIATED,4,2,0,1,348
Anne Arundel,02,31A,001-015,DEMOCRAT,128,23,5,0,811
Anne Arundel,02,31A,001-015,GREEN,0,0,0,0,3
Anne Arundel,02,31A,001-015,LIBERTARIAN,0,0,0,0,10
Anne Arundel,02,31A,001-015,OTHER PARTIES,0,0,0,0,7
Anne Arundel,02,31A,001-015,REPUBLICAN,98,10,1,0,529
Anne Arundel,02,31A,001-015,UNAFFILIATED,9,3,0,0,370
Anne Arundel,02,31A,001-016,DEMOCRAT,94,27,5,3,962
Anne Arundel,02,31A,001-016,GREEN,0,0,0,0,4
Anne Arundel,02,31A,001-016,LIBERTARIAN,1,0,0,0,16
Anne Arundel,02,31A,001-016,OTHER PARTIES,0,0,0,0,6
Anne Arundel,02,31A,001-016,REPUBLICAN,54,14,1,0,509
Anne Arundel,02,31A,001-016,UNAFFILIATED,10,1,0,0,407
Anne Arundel,02,31A,001-017,DEMOCRAT,77,27,3,3,644
Anne Arundel,02,31A,001-017,GREEN,0,0,0,0,4
Anne Arundel,02,31A,001-017,LIBERTARIAN,0,0,0,0,14
Anne Arundel,02,31A,001-017,OTHER PARTIES,0,0,0,0,7
Anne Arundel,02,31A,001-017,REPUBLICAN,45,10,0,0,359
Anne Arundel,02,31A,001-017,UNAFFILIATED,3,1,0,0,308
Anne Arundel,02,31A,001-018,DEMOCRAT,196,107,4,12,1560
Anne Arundel,02,31A,001-018,GREEN,0,0,0,0,4
Anne Arundel,02,31A,001-018,LIBERTARIAN,0,1,0,0,12
Anne Arundel,02,31A,001-018,OTHER PARTIES,0,2,0,0,12
Anne Arundel,02,31A,001-018,REPUBLICAN,47,32,0,1,588
Anne Arundel,02,31A,001-018,UNAFFILIATED,8,6,1,0,519
Anne Arundel,02,32,001-019,DEMOCRAT,191,91,7,3,1225
Anne Arundel,02,32,001-019,GREEN,0,1,0,0,4
Anne Arundel,02,32,001-019,LIBERTARIAN,0,0,0,0,12
Anne Arundel,02,32,001-019,OTHER PARTIES,0,0,0,0,7
Anne Arundel,02,32,001-019,REPUBLICAN,48,35,1,1,482
Anne Arundel,02,32,001-019,UNAFFILIATED,10,6,1,6,524
Anne Arundel,02,32,001-020,DEMOCRAT,202,138,11,1,1239
Anne Arundel,02,32,001-020,GREEN,0,0,0,0,4
Anne Arundel,02,32,001-020,LIBERTARIAN,0,0,0,0,18
Anne Arundel,02,32,001-020,OTHER PARTIES,2,0,0,0,11
Anne Arundel,02,32,001-020,REPUBLICAN,73,59,5,0,564
Anne Arundel,02,32,001-020,UNAFFILIATED,12,4,0,1,524
Anne Arundel,02,32,001-021,DEMOCRAT,187,102,1,6,1486
Anne Arundel,02,32,001-021,GREEN,0,0,0,0,3
Anne Arundel,02,32,001-021,LIBERTARIAN,0,0,0,0,14
Anne Arundel,02,32,001-021,OTHER PARTIES,0,0,0,1,11
Anne Arundel,02,32,001-021,REPUBLICAN,18,14,2,1,276
Anne Arundel,02,32,001-021,UNAFFILIATED,8,2,0,5,421
Anne Arundel,02,32,001-022,DEMOCRAT,271,127,17,10,2445
Anne Arundel,02,32,001-022,GREEN,0,0,1,0,14
Anne Arundel,02,32,001-022,LIBERTARIAN,0,0,0,0,41
Anne Arundel,02,32,001-022,OTHER PARTIES,0,0,0,0,15
Anne Arundel,02,32,001-022,REPUBLICAN,70,36,9,2,1038
Anne Arundel,02,32,001-022,UNAFFILIATED,37,8,0,2,1346
Anne Arundel,02,32,001-023,DEMOCRAT,95,23,3,7,599
Anne Arundel,02,32,001-023,GREEN,0,0,0,0,3
Anne Arundel,02,32,001-023,LIBERTARIAN,0,0,0,0,15
Anne Arundel,02,32,001-023,OTHER PARTIES,0,0,0,0,5
Anne Arundel,02,32,001-023,REPUBLICAN,24,2,0,2,196
Anne Arundel,02,32,001-023,UNAFFILIATED,13,2,0,3,226
Anne Arundel,02,32,001-024,DEMOCRAT,115,61,2,2,751
Anne Arundel,02,32,001-024,GREEN,0,0,0,0,3
Anne Arundel,02,32,001-024,LIBERTARIAN,0,0,0,0,14
Anne Arundel,02,32,001-024,OTHER PARTIES,0,0,0,0,6
Anne Arundel,02,32,001-024,REPUBLICAN,34,15,3,2,307
Anne Arundel,02,32,001-024,UNAFFILIATED,10,2,0,0,327
Anne Arundel,02,32,001-025,DEMOCRAT,87,22,3,3,552
Anne Arundel,02,32,001-025,GREEN,0,0,0,0,5
Anne Arundel,02,32,001-025,LIBERTARIAN,0,0,0,0,6
Anne Arundel,02,32,001-025,OTHER PARTIES,1,0,0,0,8
Anne Arundel,02,32,001-025,REPUBLICAN,56,9,2,0,432
Anne Arundel,02,32,001-025,UNAFFILIATED,4,0,0,0,324
Anne Arundel,02,32,001-026,DEMOCRAT,239,96,1,10,2427
Anne Arundel,02,32,001-026,GREEN,0,0,0,1,9
Anne Arundel,02,32,001-026,LIBERTARIAN,2,0,0,0,16
Anne Arundel,02,32,001-026,OTHER PARTIES,0,0,0,0,8
Anne Arundel,02,32,001-026,REPUBLICAN,15,18,1,2,330
Anne Arundel,02,32,001-026,UNAFFILIATED,19,7,0,7,657
Anne Arundel,03,32,002-001,DEMOCRAT,115,47,12,3,668
Anne Arundel,03,32,002-001,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-001,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-001,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-001,REPUBLICAN,92,29,5,3,620
Anne Arundel,03,32,002-001,UNAFFILIATED,0,0,0,7,0
Anne Arundel,04,32,002-002,DEMOCRAT,102,51,3,3,720
Anne Arundel,04,32,002-002,GREEN,0,0,0,0,0
Anne Arundel,04,32,002-002,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,32,002-002,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,32,002-002,REPUBLICAN,82,25,7,2,495
Anne Arundel,04,32,002-002,UNAFFILIATED,0,0,0,2,0
Anne Arundel,03,32,002-003,DEMOCRAT,126,43,5,5,788
Anne Arundel,03,32,002-003,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-003,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-003,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-003,REPUBLICAN,96,32,0,1,591
Anne Arundel,03,32,002-003,UNAFFILIATED,0,0,0,2,0
Anne Arundel,03,32,002-004,DEMOCRAT,164,100,13,2,1111
Anne Arundel,03,32,002-004,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-004,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-004,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-004,REPUBLICAN,115,40,11,2,797
