name,email,subject,date,year,month,day,hour,minute,domain,body,party,disclaimer
Trump Inauguration Team,contact@support.donaldjtrump.com,You’re formally invited to President Trump’s inauguration.,2024-11-12T20:51:31Z,2024,11,12,20,51,support.donaldjtrump.com,"Bring a guest along too. Your trip will be completely free! Friend, do youremember this historic moment? That was January 20th, 2017. The day that thepeople became the rulers of this nation again. And exactly 8 years later, whenPresident Trump returns to the very same steps where he first took the oath ofoffice, YOU have a chance to be there by his side. It’s your day. It’s yourcelebration. And President Trump wants you there to soak it all in. We’llcover 100% of the cost, all you need to do is confirm your Trump InaugurationTickets ASAP! >> CONFIRM TICKETS After 4 long years, the greatest comebackin political history culminates in this very moment. Hundreds of thousands ofPATRIOTS will be there to witness the moment that President Trump is sworn inas the 47th President. Will you be joining them, Friend? Accept yourinvitation and get ready to be part of something truly special. >> FREETICKETS Thank you, Trump Inauguration Team Contributions to Trump NationalCommittee JFC Inc. are not deductible for federal income tax purposes. Allcontributions are subject to the limits and prohibitions of the FederalElection Campaign Act. Contributions from corporations, foreign nationals(i.e., without “green cards”), federal government contractors, and otherfederally impermissible sources are strictly prohibited. Contributions made inthe name of, or refunded by, any other person are unlawful. Paid for by TrumpNational Committee JFC, Inc., P.O. Box 509, Arlington, VA 22216. NotAuthorized by any Candidate or Candidate’s Committee. You are receiving thisemail at dpwillis67@gmail.com. donaldjtrump.com It’s because of thecommitment and support from real Patriots, like YOU, that we will SAVEAMERICA! Thank you again for your generous support. If you'd like to changeyour subscription status followthis link. Privacy Policy",R,TRUE
Trump Inauguration Team,contact@support.donaldjtrump.com,Please confirm your Trump inauguration tickets,2024-11-11T13:36:59Z,2024,11,11,13,36,support.donaldjtrump.com,"Your trip to the nation’s capital will be 100% free Friend, do you rememberthis historic moment? That was January 20th, 2017. The day that the peoplebecame the rulers of this nation again. And exactly 8 years later, whenPresident Trump returns to the very same steps where he first took the oath ofoffice, YOU have a chance to be there by his side. It’s your day. It’s yourcelebration. And President Trump wants you there to soak it all in. We’llcover 100% of the cost, all you need to do is confirm your Trump InaugurationTickets ASAP! >> CONFIRM TICKETS After 4 long years, the greatest comebackin political history culminates in this very moment. Hundreds of thousands ofPATRIOTS will be there to witness the moment that President Trump is sworn inas the 47th President. Will you be joining them, Friend? Accept yourinvitation and get ready to be part of something truly special. >> FREETICKETS Thank you, Trump Inauguration Team Contributions to Trump NationalCommittee JFC Inc. are not deductible for federal income tax purposes. Allcontributions are subject to the limits and prohibitions of the FederalElection Campaign Act. Contributions from corporations, foreign nationals(i.e., without “green cards”), federal government contractors, and otherfederally impermissible sources are strictly prohibited. Contributions made inthe name of, or refunded by, any other person are unlawful. Paid for by TrumpNational Committee JFC, Inc., P.O. Box 509, Arlington, VA 22216. NotAuthorized by any Candidate or Candidate’s Committee. You are receiving thisemail at dpwillis67@gmail.com. donaldjtrump.com It’s because of thecommitment and support from real Patriots, like YOU, that we will SAVEAMERICA! Thank you again for your generous support. If you'd like to changeyour subscription status followthis link. Privacy Policy",R,TRUE
Letter to Trump,info@ourdefenseofamerica.com,"Thank you, President Trump. From: Fellow American",2024-11-13T01:46:22Z,2024,11,13,1,46,ourdefenseofamerica.com,"Your support means the world to me They tried to bankrupt him. They tried toimprison him. They even tried to kill him. Will you sign our thank you note toPresident Trump?                                                                                                                                                         Friend, They tried to bankrupt him. They tried to imprisonhim. They even tried to kill him. But he never stopped fighting for us. Andnow, President Donald J. Trump will once again be President of the UnitedStates. We are so grateful for all he has done for us, so House Republicansare sending him a letter to show our thanks. Will you join us and say THANKYOU PRESIDENT TRUMP, by signing this heartfelt note? THANK YOU PRESIDENTTRUMP SIGN THE THANK YOU NOTE You’ve been with the MAGA movement for so long,and as one of the most dedicated patriots in the movement, it would mean a lotif your name was on this thank you letter. So, without further ado, will youplease sign House Republicans thank you note to President Trump? THANK YOUPRESIDENT TRUMP SIGN THE THANK YOU NOTE America first, House GOP Paid for bythe NRCC and not authorized by any candidate or candidate's committee.NRCC.orgNRCC 320 First St SE Washington, DC 20003 By providing your cell phone ormobile phone number you are consenting to receive calls and texts, includingautodialed and automated calls and texts, to that number with campaignnotifications from the National Republican Congressional Committee (21818).NRCC is happy to help at 888-606-1023. Reply HELP for help, STOP to end.MessFreqMayVary. Msg&DataRatesMayApply.; Message frequency may vary. Terms andConditionshere . Privacy Policy Unsubscribe",R,TRUE
Donald J. Trump,contact@win.donaldjtrump.com,You have a voice in my next administration!,2024-11-09T00:58:52Z,2024,11,9,0,58,win.donaldjtrump.com,"What should we accomplish on day one?                                             | | | | |  --- ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/d3/d3fdf6d2-c835-40c4-a162-5bfd6e5b2037/president-elect-trump-logo.png) | --- **_Friend, what’s your top priority for day one of my next administration?>_** It’s obvious how passionate you are about saving the America we know and love. So now that we’ve overcome every obstacle and won back the White House, _I’mgiving you a platform to decide how we MAKE AMERICA GREAT AGAIN._ TAKE TRUMP POLL Every time I hear from you, I’m touched by your thoughtful and detailedresponses. It’s because of you and you alone that we're going to unlock America'sglorious destiny and achieve the most incredible future for our people. **That’s why you were selected to represent your state as an ambassador forMAGA. Please, complete the White House Priority Poll before it closes atMIDNIGHT>>**  TAKE WHITE HOUSE POLL Thank you and may God bless you,  ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/b0/b028923f-aa71-493e-a406-a3ae3dd63e4b/trumpheadshot.png) ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/cb/cb3fa8bb-6df3-4771-a7a6-1eb7fa1da014/trump-signature.png) Donald J. Trump President - Elect of the United States  TAKE WHITE HOUSE POLL | --- | --- | --- | --- | --- | --- Contributions to Trump National Committee JFC Inc. are not deductible forfederal income tax purposes. All contributions are subject to the limits andprohibitions of the Federal Election Campaign Act. Contributions fromcorporations, foreign nationals (i.e., without “green cards”), federalgovernment contractors, and other federally impermissible sources are strictlyprohibited. Contributions made in the name of, or refunded by, any otherperson are unlawful. | Paid for by Trump National Committee JFC, Inc., P.O. Box 509, Arlington, VA22216. Not Authorized by any Candidate or Candidate’s Committee. ---   You are receiving this email at dpwillis67@gmail.com Trump National Committee JFC Inc., PO Box 509, Arlington, VA 22216 donaldjtrump.com If you'd like to change your subscription status follow this link. Privacy Policy  ![](https://email.win.donaldjtrump.com/o/eJw8zsFq6zAQheGnkXcxmpFkyQstcnNDS1MKpYXS5USjJCqyLeLUad6-uARv5_9gDnUlp8PNC_tPIJ4SjwJRqLVAXL_ix9t73Ea7MsXRirbx6WWuuLnTCRfcB2oe8mY3NOF5tJ-7R80_xwkWfrmVuOD70zp2lPJ8tf8r9hgchlBFD1YBgGqVqU5eB0S2TNa0EsxBKXasnY3QGI5IqkoeJWoA2UppnMEaGtwHaAlor1vpUGh5TX3NQ0-Zvy7n767UYeiqs-dyTTmnsbFCy-M85i9MHn8DAAD__5CQT4U)",R,TRUE
Kamala Harris,info@contact.kamalaharris.com,It is okay to feel sad,2024-11-08T23:44:46Z,2024,11,8,23,44,contact.kamalaharris.com,"We must continue to fight to ensure that every vote is counted and every voice is heard. | | |                                                                                                                                    --- ![Harris forPresident](https://actionnetwork.org/s3_files/uploads/data/000/951/481/original/HFP-FightFund-SingleColor-HarrisBlue.png) Peter, it is okay to feel sad and disappointed about the outcome of the presidential election. But, as I said on Wednesday, _we can’t ever give up._ There are critical Senate races where ballots are still being counted. These Senate seats -- in Arizona and Nevada -- will determine our ability to put a check on Donald Trump's power. **We must continue to fight to ensure that every vote is counted and every voice is heard in those races. That is why I am asking you to support the Harris Fight Fund program today.** _If you've saved payment information with ActBlue Express, your donation will go through immediately:_ | | $50 >> --- | $75 >> --- | $100 >> --- | $250 >> --- | $500 >> --- | Other >> ---  Here’s the thing: Sometimes the fight takes a while. That doesn’t mean wewon’t win. And it certainly does not mean we stop fighting.**Now is not the time to throw up our hands. It is time to roll up oursleeves.****So, if you can afford it, contribute $50 to support the Harris Fight Fund.Whatever you give will ensure every vote is counted in these final Senateraces across the country.**Thank you for your support,KamalaKamala Harris Vice President of the United States![KamalaHarris](https://actionnetwork.org/s3_files/uploads/data/000/952/271/original/Kamala_Harris.jpg)          * * *| | DONATE --- | TAKE ACTION --- | SHOP ---  * * *This email was sent to **dpwillis67@gmail.com**. Thank you so much for being asupporter. But Peter, we don't want to bother you. If you’d like tounsubscribe from all Harris for President emails, you can **click here**.Contributions or gifts to Harris Victory Fund are not tax deductible. Wesincerely thank you for your help and support. Paid for by Harris VictoryFund, a joint fundraising committee authorized by Harris for President, theDemocratic National Committee and the State Democratic Parties in thesestates: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS,KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH,OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, and WY. ---  The first $41,300/$15,000 from a person/multicandidate committee (“PAC”) willbe allocated to the DNC. The next $3,300/$5,000 from a person/PAC will beallocated to Harris for President’s Recount Account. The next$510,000/$255,000 from a person/PAC will be split equally among the Democraticstate parties from these states: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA,HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE,NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI,WV, and WY. Any additional funds will be allocated to the DNC, subject toapplicable contribution limits.A contributor may designate their contribution for a particular participant bycontacting **info@kamalaharris.com**.The allocation formula above may changeif following it would result in an excessive contribution.   ![](https://click.contact.kamalaharris.com/ss/o/u001.ZbNyqOfLYPaP-d23SgKjnQ/4ba/F4Ahk2QDSYKFgsp2buzlOw/ho.gif)",D,TRUE
Trump Supporter Alerts,news@iesp.conservativesgive.com,"What Big Government waste should Trump, Elon, and Vivek cut first?",2024-11-14T10:02:42Z,2024,11,14,10,2,iesp.conservativesgive.com,"Elect Republicans Cast your vote: Should Trump axe failed infrastructureprojects or liberal pet projects first? ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ Liquid error: Internal error Liquid error: Internal error Liquid error:Internal error Liquid error: Internal error Fellow Conservative, Justice won'tprevail without us. As President Trump prepares to take office, it's CRUCIALwe stand with him to make America great again. The Biden administration'sreckless spending and Big Government waste have put our nation's future atrisk.It's time to take action and hold them accountable. With Trump's pledgeto reverse many of the Biden administration's actions using executive ordersand the Congressional Review Act, we have a unique opportunity to cut wastefulspending and restore American greatness. But we need your help to make ithappen. What Big Government waste should Trump, Elon, and Vivek cut first?RESPOND NOW Should it be the billions wasted on ineffective infrastructureprojects or the millions squandered on liberal pet projects?Let us know byresponding to our FLASH POLL immediately. RESPOND IMMEDIATELY to stand withPresident Trump and help Elect Republicans who will fight for our values anddefend America's sovereignty. Every response counts in this fight. Yourfeedback will help Republicans shape our reform agenda and save America.RESPOND NOW By taking action today, you'll be part of a movement that'scommitted to making America great again.Don't let the liberals and BigGovernment bureaucrats stand in our way. Stand with Trump and stand with us.Trump Supporter Alerts Need help? Select your email provider for instructions:iCloud |Gmail |Outlook |Yahoo Mail |AOL Mail Elect Republicans, 9648Olive Blvd, Ste 300, Olivette, MO 63132 Contributions to Elect Republicans arenot deductible for federal income tax purposes. Paid for by Elect Republicansand not authorized by any candidate or candidate’s committee. 9648 Olive Blvd,Ste 300, Olivette, MO 63132 Conservatives Give PO Box 461 Fort Collins, CO80522 unsubscribe |manage data preferences",R,TRUE
Kamala HQ,info@contact.kamalaharris.com,"Please, Peter",2024-11-11T23:44:08Z,2024,11,11,23,44,contact.kamalaharris.com,"| | |                                                                                                                                    --- ![Harris forPresident](https://actionnetwork.org/s3_files/uploads/data/000/951/481/original/HFP-FightFund-SingleColor-HarrisBlue.png) **** Peter, we're relying on a surge of donations today to fully support the Harris Fight Fund program. Right now, there are U.S. Senate and House races that are either too close to call, or within the margin of recounts or certain legal challenges. Whether we have the resources to ensure every vote is counted or not in these races depends on folks like you making a donation today. **That's why we’re asking:** **Will you please chip in $50 to support the Harris Fight Fund program before midnight?** _If you've saved payment information with ActBlue Express, your donation will go through immediately:_ | | $50 >> --- | $75 >> --- | $100 >> --- | $250 >> --- | $500 >> --- | Other >> ---  More soon,Kamala HQ          * * *| | DONATE --- | TAKE ACTION --- | SHOP ---  * * *This email was sent to **dpwillis67@gmail.com**. Thank you so much for being asupporter. But Peter, we don't want to bother you. If you’d like tounsubscribe from all Harris for President emails, you can **click here**.Contributions or gifts to Harris Victory Fund are not tax deductible. Wesincerely thank you for your help and support. Paid for by Harris VictoryFund, a joint fundraising committee authorized by Harris for President, theDemocratic National Committee and the State Democratic Parties in thesestates: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS,KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH,OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, and WY. ---  The first $41,300/$15,000 from a person/multicandidate committee (“PAC”) willbe allocated to the DNC. The next $3,300/$5,000 from a person/PAC will beallocated to Harris for President’s Recount Account. The next$510,000/$255,000 from a person/PAC will be split equally among the Democraticstate parties from these states: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA,HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE,NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI,WV, and WY. Any additional funds will be allocated to the DNC, subject toapplicable contribution limits.A contributor may designate their contribution for a particular participant bycontacting **info@kamalaharris.com**.The allocation formula above may changeif following it would result in an excessive contribution.   ![](https://click.contact.kamalaharris.com/ss/o/u001.ZbNyqOfLYPaP-d23SgKjnQ/4bd/un2mV6E2RaW34NSM_4hAjw/ho.gif)",D,TRUE
Letter to Trump [via NRCC],news@iesp.conservativesgive.com,Last chance to add your name to our thank you note,2024-11-10T12:15:08Z,2024,11,10,12,15,iesp.conservativesgive.com,"We’re putting together a BEAUTIFUL thank you note for President Trump- willyou sign it? We’re putting together a BEAUTIFUL thank you note for PresidentTrump- will you sign it?                                                                                                                                                         President Trump, we love you. Join House GOP and signour BEAUTIFUL thank you letter of LOVE to President Trump! READ & SIGN LETTERTO TRUMP President Trump has done so much for us over these past few years,and he’s going to do it all again during his second administration! For that,he deserves a BIG thank you! Say “thank you President Trump” and sign HouseGOP’s letter to him today! READ & SIGN LETTER TO TRUMP The deep state, thefake news media, and the rest of the radical left have been put on notice. Ourcountry is going to be made great again, and it’s going to be made great againsoon. But for now, we need to stand together and say thank you to the man whomade it all possible-President Donald J. Trump. Will you sign this letterright away? READ & SIGN LETTER TO TRUMP America first, House GOP Paid for bythe NRCC and not authorized by any candidate or candidate's committee.NRCC.orgNRCC 320 First St SE Washington, DC 20003 By providing your cell phone ormobile phone number you are consenting to receive calls and texts, includingautodialed and automated calls and texts, to that number with campaignnotifications from the National Republican Congressional Committee (21818).NRCC is happy to help at 888-606-1023. Reply HELP for help, STOP to end.MessFreqMayVary. Msg&DataRatesMayApply.; Message frequency may vary. Terms andConditionshere . Privacy Policy Conservatives Give PO Box 461 Fort Collins,CO 80522 unsubscribe |manage data preferences",R,TRUE
Team Trump,contact@support.donaldjtrump.com,Your tickets are still on hold,2024-11-08T20:35:50Z,2024,11,8,20,35,support.donaldjtrump.com,"Will you be joining President Trump when he takes the oath of office? DONALDJ. TRUMP WAS JUST ELECTED AS AMERICA’S 47TH PRESIDENT! And when he’s sworn inonce again on January 20th, he wants YOU there by his side. That’s why we wantyou to have a chance to join him as his official VIP INAUGURATION GUEST whenhe returns to Washington D.C. and takes the oath of office! >> ENTER TO WINThis ceremony will have a very special meaning. We won’t merely transfer powerfrom one administration to another or from one party to another. We’retransferring power from the political “elites”, and giving it back to you, thepeople. It’s a day that marks the beginning of America’s LIBERATION, and hewants to share it with you. Just chip in any amount for a chance to witnessHISTORY. >> ENTER TO WIN Thank you, Team Trump Contributions to TrumpNational Committee JFC Inc. are not deductible for federal income taxpurposes. All contributions are subject to the limits and prohibitions of theFederal Election Campaign Act. Contributions from corporations, foreignnationals (i.e., without “green cards”), federal government contractors, andother federally impermissible sources are strictly prohibited. Contributionsmade in the name of, or refunded by, any other person are unlawful. Paid forby Trump National Committee JFC, a joint fundraising committee of NeverSurrender, Inc. and the Republican National Committee. You are receiving thisemail at dpwillis67@gmail.com. Trump National Committee JFC, PO Box 509,Arlington, VA 22216 donaldjtrump.com It’s because of the commitment andsupport from real Patriots, like YOU, that we will SAVE AMERICA! Thank youagain for your generous support. If you'd like to change your subscriptionstatus followthis link. Privacy Policy",R,FALSE
Team Trump,contact@win.donaldjtrump.com,Did you see who Trump just selected?,2024-11-09T21:40:06Z,2024,11,9,21,40,win.donaldjtrump.com,"Congratulations! You are now a Trump Senior Advisor!                                      | | | | |  --- ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/fb/fb9c6d45-479d-4f91-a02d-7dbf2cb6d4d1/classic-white-logo-slimmed-down.png) | --- **__****CONGRATULATIONS!** Friend, You are the reason Donald J. Trump was just elected the 47th President of theUnited States! So you’ve been selected as a SENIOR ADVISOR TO TRUMP, and we need yourthoughts IMMEDIATELY before Donald J. Trump takes the Oath of Office! ADVISE TRUMP ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/82/82351a0f-8a8f-454b-80ad-ea4b7ddce5c7/youve-been-selected-as-my-senior-advisor.png) ADVISE TRUMP Sincerely, ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/b0/b028923f-aa71-493e-a406-a3ae3dd63e4b/trumpheadshot.png) ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/cb/cb3fa8bb-6df3-4771-a7a6-1eb7fa1da014/trump-signature.png) Donald J. Trump President - Elect of the United States  ADVISE TRUMP | --- | --- | --- | --- | --- | --- Contributions to Trump National Committee JFC Inc. are not deductible forfederal income tax purposes. All contributions are subject to the limits andprohibitions of the Federal Election Campaign Act. Contributions fromcorporations, foreign nationals (i.e., without “green cards”), federalgovernment contractors, and other federally impermissible sources are strictlyprohibited. Contributions made in the name of, or refunded by, any otherperson are unlawful. | Paid for by Trump National Committee JFC, Inc., P.O. Box 509, Arlington, VA22216. Not Authorized by any Candidate or Candidate’s Committee. ---   You are receiving this email at dpwillis67@gmail.com Trump National Committee JFC Inc., PO Box 509, Arlington, VA 22216 donaldjtrump.com If you'd like to change your subscription status follow this link. Privacy Policy  ![](https://email.win.donaldjtrump.com/o/eJw8zstOwzAQheGnsXeN7MnUdhZetLQsEAIhkCqWvjZGzqVNcSlPj4KqbOf_pDmmG3OKN03klgC0yU8EgNQbArB5g8P7R9gHuTqU19PK7MPTy1zh4U4LLLh3pnjrfj-Hx9O0Ozy3P9ujL3zhl9sYFnx_WoXOpDxf5Y56DU6BczRoLmvOlUIQtNVrlExEh0201kfJTL3GWAeB1isIaGjSwAA5Zw1wZExULgoJSjTOAPLGBoLsmvrKD73J_uty_u7Gyg0dPWs_XlPOaRKSIDvOY_5D0fAXAAD___BxUbI)",R,TRUE
Trump Award Committee,contact@support.donaldjtrump.com,You were nominated over any other Patriot in VA,2024-11-09T15:37:33Z,2024,11,9,15,37,support.donaldjtrump.com,"You deserve this special honor You were SO IMPORTANT to winning back theWhite House that we’re elevating you to GOLDEN TRUMP STATUS! That's right,GOLDEN! We want to make sure YOU GET RECOGNIZED for standing by Trump NOMATTER WHAT the Deep State threw his way. Your GOLDEN TRUMP STATUS lets theworld know that you are a top Trump supporter! CLAIM GOLDEN TRUMP STATUSGolden Trump Patriot winners like you WERE THE SINGLE REASON we took back ourCountry from the WORST, and most CORRUPT, President in HISTORY. Claim yourGOLDEN TRUMP STATUS today! >> CLAIM GOLDEN TRUMP STATUS Thank you, TrumpAward Committee Contributions to Trump National Committee JFC Inc. are notdeductible for federal income tax purposes. All contributions are subject tothe limits and prohibitions of the Federal Election Campaign Act.Contributions from corporations, foreign nationals (i.e., without “greencards”), federal government contractors, and other federally impermissiblesources are strictly prohibited. Contributions made in the name of, orrefunded by, any other person are unlawful. Paid for by Trump NationalCommittee JFC, Inc., P.O. Box 509, Arlington, VA 22216. Not Authorized by anyCandidate or Candidate’s Committee. You are receiving this email atdpwillis67@gmail.com. donaldjtrump.com It’s because of the commitment andsupport from real Patriots, like YOU, that we will SAVE AMERICA! Thank youagain for your generous support. If you'd like to change your subscriptionstatus followthis link. Privacy Policy",R,TRUE
Trump Inauguration Team,contact@support.donaldjtrump.com,An offer for the top 1% of Trump supporters,2024-11-14T17:35:31Z,2024,11,14,17,35,support.donaldjtrump.com,"You earned this, Friend. It’s a small token of our appreciation. Friend, doyou remember this historic moment? That was January 20th, 2017. The day thatthe people became the rulers of this nation again. And exactly 8 years later,when President Trump returns to the very same steps where he first took theoath of office, YOU have a chance to be there by his side. It’s your day. It’syour celebration. And President Trump wants you there to soak it all in. We’llcover 100% of the cost, all you need to do is confirm your Trump InaugurationTickets ASAP! >> CONFIRM TICKETS After 4 long years, the greatest comebackin political history culminates in this very moment. Hundreds of thousands ofPATRIOTS will be there to witness the moment that President Trump is sworn inas the 47th President. Will you be joining them, Friend? Accept yourinvitation and get ready to be part of something truly special. >> FREETICKETS Thank you, Trump Inauguration Team Contributions to Trump NationalCommittee JFC Inc. are not deductible for federal income tax purposes. Allcontributions are subject to the limits and prohibitions of the FederalElection Campaign Act. Contributions from corporations, foreign nationals(i.e., without “green cards”), federal government contractors, and otherfederally impermissible sources are strictly prohibited. Contributions made inthe name of, or refunded by, any other person are unlawful. Paid for by TrumpNational Committee JFC, Inc., P.O. Box 509, Arlington, VA 22216. NotAuthorized by any Candidate or Candidate’s Committee. You are receiving thisemail at dpwillis67@gmail.com. donaldjtrump.com It’s because of thecommitment and support from real Patriots, like YOU, that we will SAVEAMERICA! Thank you again for your generous support. If you'd like to changeyour subscription status followthis link. Privacy Policy",R,TRUE
KamalaHarris.com,contact@e.kamalaharris.com,Donate $50 to the Harris Fight Fund program to help Democratic candidates who need to protect their victories and make sure every vote is counted.,2024-11-10T23:27:05Z,2024,11,10,23,27,e.kamalaharris.com,"[https://act.kamalaharris.com/go/2412?refcode=kh_em_fr_20241110_b2_khc_tier1_kfm_ped_fl_ak-fnd-res-ufm-&amount;=50&amounts;=50%252C75%252C100%252C250%252C500&utm;_campaign=kh_em_fr_20241110_b2_khc_tier1_kfm_ped_fl_ak-fnd-res-ufm-&t;=1001&akid;=266%2E2563979%2EP_pRsd ]Harris Fight Fund Rightnow, there are a number of very important races that are yet to be called orhave been won by small margins and will be subject to legal challenges. Wehave to do what we can to win those critical races, and defend the outcome ofthe ones we have won in court. If you’re in a position to do so, pleasecontribute to the Harris Fight Fund program now. The donation you give willhelp Democratic candidates across the country who need to protect theirvictories and make sure every vote is counted in their races. $50 >> $75 >>$100 >> $250 >> $500 >> Other >> https://act.kamalaharris.com/go/920?c0=em-hvf-november-fight-fund-2024.2fXGwp&refcode;=kh_em_fr_20241110_b2_khc_tier1_kfm_ped_fl_ak-fnd-res-ufm-&t;=1002&akid;=266%2E2563979%2EP_pRsd Thank you and we'll be in touch.Kamala HQ You can unsubscribe from this mailing list at any time:http://act.kamalaharris.com/cms/unsubscribe/unsubscribe/?akid=266%2E2563979%2EP_pRsd",D,FALSE
Kamala Harris,contact@e.kamalaharris.com,"Peter, our work is far from over",2024-11-12T16:21:18Z,2024,11,12,16,21,e.kamalaharris.com,"[https://act.kamalaharris.com/go/2412?refcode=kh_em_fr_20241112_b1_kh_tier1_kfm_ped_fl_ak-fnd-whs-&amount;=50&amounts;=50%252C75%252C100%252C250%252C500&utm;_campaign=kh_em_fr_20241112_b1_kh_tier1_kfm_ped_fl_ak-fnd-whs-&t;=1001&akid;=269%2E2563979%2EWHNlRS ]Harris Fight Fund Hi Peter, Theelection outcome isn’t what we wanted, but I will never give up the fight --the fight for freedom, for opportunity, for fairness, and the dignity of allpeople. Now is not a time to throw up our hands. This is a time to roll up oursleeves. This is a time to organize, to mobilize, and to stay engaged. Andright now, there are still a number of critical races across the country thatare either too close to call, or within the margin of recounts or certainlegal challenges. We must continue to fight to ensure that every vote iscounted and every voice is heard in those elections. That is why I am askingyou to contribute $50 to the Harris Fight Fund program today. $50 >> $75 >>$100 >> $250 >> $500 >> Other >> We must stay engaged for the sake of freedom,justice, and the future that we all know we can build together. The outcomesof these elections may well have an impact on our ability to hold the incomingadministration accountable -- so let’s give this everything we’ve got. Thankyou for staying in the fight alongside me. Kamala Kamala Harris Vice Presidentof the United States https://act.kamalaharris.com/go/920?c0=em-hvf-november-fight-fund-2024.2fXGwp&refcode;=kh_em_fr_20241112_b1_kh_tier1_kfm_ped_fl_ak-fnd-whs-&t;=1002&akid;=269%2E2563979%2EWHNlRS You can unsubscribe from thismailing list at any time:http://act.kamalaharris.com/cms/unsubscribe/unsubscribe/?akid=269%2E2563979%2EWHNlRS",D,FALSE
Letter to Trump,info@makingamericathegreatest.com,"Thank you, President Trump. From: Fellow American",2024-11-08T21:46:47Z,2024,11,8,21,46,makingamericathegreatest.com,"Your support means the world to me They tried to bankrupt him. They tried toimprison him. They even tried to kill him. Will you sign our thank you note toPresident Trump?                                                                                                                                                         Friend, They tried to bankrupt him. They tried to imprisonhim. They even tried to kill him. But he never stopped fighting for us. Andnow, President Donald J. Trump will once again be President of the UnitedStates. We are so grateful for all he has done for us, so House Republicansare sending him a letter to show our thanks. Will you join us and say THANKYOU PRESIDENT TRUMP, by signing this heartfelt note? THANK YOU PRESIDENTTRUMP SIGN THE THANK YOU NOTE You’ve been with the MAGA movement for so long,and as one of the most dedicated patriots in the movement, it would mean a lotif your name was on this thank you letter. So, without further ado, will youplease sign House Republicans thank you note to President Trump? THANK YOUPRESIDENT TRUMP SIGN THE THANK YOU NOTE America first, House GOP Paid for bythe NRCC and not authorized by any candidate or candidate's committee.NRCC.orgNRCC 320 First St SE Washington, DC 20003 By providing your cell phone ormobile phone number you are consenting to receive calls and texts, includingautodialed and automated calls and texts, to that number with campaignnotifications from the National Republican Congressional Committee (21818).NRCC is happy to help at 888-606-1023. Reply HELP for help, STOP to end.MessFreqMayVary. Msg&DataRatesMayApply.; Message frequency may vary. Terms andConditionshere . Privacy Policy Unsubscribe",R,TRUE
