LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Allegany,06,01B,006-005,DEMOCRATIC,163,48,169,2,1009
Allegany,06,01B,006-005,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,006-005,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,006-005,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,006-005,REPUBLICAN,175,78,90,2,997
Allegany,06,01B,006-005,UNAFFILIATED,0,0,0,1,0
Allegany,06,01B,006-006,DEMOCRATIC,49,11,53,0,362
Allegany,06,01B,006-006,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,006-006,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,006-006,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,006-006,REPUBLICAN,147,22,43,0,722
Allegany,06,01B,006-006,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,007-001,DEMOCRATIC,60,5,49,1,357
Allegany,06,01B,007-001,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,007-001,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,007-001,OTHER PARTIES,0,0,0,1,0
Allegany,06,01B,007-001,REPUBLICAN,178,26,38,4,812
Allegany,06,01B,007-001,UNAFFILIATED,0,0,0,0,0
Allegany,06,01A,007-002,DEMOCRATIC,54,9,42,2,380
Allegany,06,01A,007-002,LIBERTARIAN,0,0,0,0,0
Allegany,06,01A,007-002,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01A,007-002,OTHER PARTIES,0,0,0,0,0
Allegany,06,01A,007-002,REPUBLICAN,235,10,44,3,900
Allegany,06,01A,007-002,UNAFFILIATED,0,0,0,5,0
Allegany,06,01A,008-000,DEMOCRATIC,48,5,57,3,404
Allegany,06,01A,008-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01A,008-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01A,008-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01A,008-000,REPUBLICAN,224,20,72,1,1196
Allegany,06,01A,008-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01A,009-000,DEMOCRATIC,12,0,10,1,122
Allegany,06,01A,009-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01A,009-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01A,009-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01A,009-000,REPUBLICAN,112,5,26,0,516
Allegany,06,01A,009-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01A,010-000,DEMOCRATIC,18,1,24,1,166
Allegany,06,01A,010-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01A,010-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01A,010-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01A,010-000,REPUBLICAN,216,4,59,3,874
Allegany,06,01A,010-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,011-000,DEMOCRATIC,48,3,46,0,270
Allegany,06,01B,011-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,011-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,011-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,011-000,REPUBLICAN,82,10,45,2,369
Allegany,06,01B,011-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,012-000,DEMOCRATIC,111,8,90,4,610
Allegany,06,01B,012-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,012-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,012-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,012-000,REPUBLICAN,197,16,112,2,1042
Allegany,06,01B,012-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,013-000,DEMOCRATIC,29,1,31,1,270
Allegany,06,01B,013-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,013-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,013-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,013-000,REPUBLICAN,217,11,42,4,876
Allegany,06,01B,013-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,014-000,DEMOCRATIC,12,10,22,0,197
Allegany,06,01B,014-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,014-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,014-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,014-000,REPUBLICAN,17,8,14,1,154
Allegany,06,01B,014-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01C,016-001,DEMOCRATIC,33,2,33,3,262
Allegany,06,01C,016-001,LIBERTARIAN,0,0,0,0,0
Allegany,06,01C,016-001,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01C,016-001,OTHER PARTIES,0,0,0,0,0
Allegany,06,01C,016-001,REPUBLICAN,200,47,59,1,877
Allegany,06,01C,016-001,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,016-002,DEMOCRATIC,0,1,3,0,14
Allegany,06,01B,016-002,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,016-002,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,016-002,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,016-002,REPUBLICAN,5,2,2,0,39
Allegany,06,01B,016-002,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,018-000,DEMOCRATIC,24,1,30,2,213
Allegany,06,01B,018-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,018-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,018-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,018-000,REPUBLICAN,237,16,63,3,963
Allegany,06,01B,018-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,020-000,DEMOCRATIC,25,9,20,0,212
Allegany,06,01B,020-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,020-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,020-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,020-000,REPUBLICAN,181,25,59,2,873
Allegany,06,01B,020-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01C,021-000,DEMOCRATIC,15,5,21,1,135
Allegany,06,01C,021-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01C,021-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01C,021-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01C,021-000,REPUBLICAN,110,15,19,4,485
Allegany,06,01C,021-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,022-000,DEMOCRATIC,38,19,85,5,485
Allegany,06,01B,022-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,022-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,022-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,022-000,REPUBLICAN,104,47,65,5,768
Allegany,06,01B,022-000,UNAFFILIATED,0,0,0,1,0
Allegany,06,01B,023-000,DEMOCRATIC,53,19,85,1,542
Allegany,06,01B,023-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,023-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,023-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,023-000,REPUBLICAN,174,25,34,0,740
Allegany,06,01B,023-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,024-000,DEMOCRATIC,26,5,55,0,261
Allegany,06,01B,024-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,024-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,024-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,024-000,REPUBLICAN,194,29,61,0,777
Allegany,06,01B,024-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01A,026-000,DEMOCRATIC,107,18,108,14,673
Allegany,06,01A,026-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01A,026-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01A,026-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01A,026-000,REPUBLICAN,185,14,83,7,831
Allegany,06,01A,026-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,029-001,DEMOCRATIC,81,11,85,4,456
Allegany,06,01B,029-001,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,029-001,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,029-001,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,029-001,REPUBLICAN,210,29,70,1,915
Allegany,06,01B,029-001,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,029-002,DEMOCRATIC,70,11,62,2,408
Allegany,06,01B,029-002,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,029-002,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,029-002,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,029-002,REPUBLICAN,205,45,53,2,817
Allegany,06,01B,029-002,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,029-003,DEMOCRATIC,58,8,57,1,319
Allegany,06,01B,029-003,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,029-003,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,029-003,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,029-003,REPUBLICAN,150,27,51,1,631
Allegany,06,01B,029-003,UNAFFILIATED,0,0,0,0,0
Allegany,06,01A,031-000,DEMOCRATIC,26,9,26,0,210
Allegany,06,01A,031-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01A,031-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01A,031-000,OTHER PARTIES,0,0,0,1,0
Allegany,06,01A,031-000,REPUBLICAN,166,18,35,0,679
Allegany,06,01A,031-000,UNAFFILIATED,0,0,0,0,0
Allegany,06,01B,034-000,DEMOCRATIC,50,10,42,3,304
Allegany,06,01B,034-000,LIBERTARIAN,0,0,0,0,0
Allegany,06,01B,034-000,NO LABELS MARYLAND,0,0,0,0,0
Allegany,06,01B,034-000,OTHER PARTIES,0,0,0,0,0
Allegany,06,01B,034-000,REPUBLICAN,167,26,42,1,679
Allegany,06,01B,034-000,UNAFFILIATED,0,0,0,2,0
Allegany,,,Unable to Determine,DEMOCRATIC,0,0,0,0,
Allegany,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Allegany,,,Unable to Determine,NO LABELS MARYLAND,0,0,0,0,
Allegany,,,Unable to Determine,OTHER PARTIES,0,0,0,1,
Allegany,,,Unable to Determine,REPUBLICAN,0,0,0,0,
Allegany,,,Unable to Determine,UNAFFILIATED,0,0,0,0,
Anne Arundel,03,32,001-001,DEMOCRATIC,118,21,89,3,617
Anne Arundel,03,32,001-001,LIBERTARIAN,0,0,1,0,10
Anne Arundel,03,32,001-001,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-001,OTHER PARTIES,0,0,1,0,22
Anne Arundel,03,32,001-001,REPUBLICAN,160,25,33,4,659
Anne Arundel,03,32,001-001,UNAFFILIATED,11,0,10,2,402
Anne Arundel,03,32,001-002,DEMOCRATIC,103,19,81,5,795
Anne Arundel,03,32,001-002,LIBERTARIAN,0,0,0,0,13
Anne Arundel,03,32,001-002,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-002,OTHER PARTIES,0,1,0,0,17
Anne Arundel,03,32,001-002,REPUBLICAN,144,12,44,3,653
Anne Arundel,03,32,001-002,UNAFFILIATED,3,1,12,1,476
Anne Arundel,03,32,001-003,DEMOCRATIC,68,24,99,7,785
Anne Arundel,03,32,001-003,LIBERTARIAN,0,0,0,0,12
Anne Arundel,03,32,001-003,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-003,OTHER PARTIES,0,0,0,0,13
Anne Arundel,03,32,001-003,REPUBLICAN,94,32,60,5,723
Anne Arundel,03,32,001-003,UNAFFILIATED,5,3,11,3,508
Anne Arundel,03,12B,001-004,DEMOCRATIC,110,46,105,1,1025
Anne Arundel,03,12B,001-004,LIBERTARIAN,0,0,0,0,7
Anne Arundel,03,12B,001-004,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,12B,001-004,OTHER PARTIES,2,0,0,0,24
Anne Arundel,03,12B,001-004,REPUBLICAN,68,15,30,1,473
Anne Arundel,03,12B,001-004,UNAFFILIATED,7,1,11,1,435
Anne Arundel,03,32,001-005,DEMOCRATIC,237,126,312,16,2132
Anne Arundel,03,32,001-005,LIBERTARIAN,1,0,0,0,22
Anne Arundel,03,32,001-005,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-005,OTHER PARTIES,2,0,1,2,48
Anne Arundel,03,32,001-005,REPUBLICAN,117,59,109,7,876
Anne Arundel,03,32,001-005,UNAFFILIATED,7,1,51,7,1034
Anne Arundel,03,32,001-006,DEMOCRATIC,143,69,185,6,1523
Anne Arundel,03,32,001-006,LIBERTARIAN,0,0,0,0,12
Anne Arundel,03,32,001-006,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-006,OTHER PARTIES,0,0,0,0,26
Anne Arundel,03,32,001-006,REPUBLICAN,51,12,35,3,464
Anne Arundel,03,32,001-006,UNAFFILIATED,9,2,19,1,738
Anne Arundel,03,12B,001-007,DEMOCRATIC,72,5,76,4,549
Anne Arundel,03,12B,001-007,LIBERTARIAN,0,0,0,0,14
Anne Arundel,03,12B,001-007,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,12B,001-007,OTHER PARTIES,0,0,0,0,23
Anne Arundel,03,12B,001-007,REPUBLICAN,88,13,37,1,572
Anne Arundel,03,12B,001-007,UNAFFILIATED,1,0,12,1,419
Anne Arundel,03,32,001-008,DEMOCRATIC,81,21,92,2,824
Anne Arundel,03,32,001-008,LIBERTARIAN,0,0,0,0,17
Anne Arundel,03,32,001-008,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-008,OTHER PARTIES,0,0,0,0,26
Anne Arundel,03,32,001-008,REPUBLICAN,119,25,57,0,804
Anne Arundel,03,32,001-008,UNAFFILIATED,2,0,12,0,570
Anne Arundel,03,32,001-009,DEMOCRATIC,64,15,86,3,672
Anne Arundel,03,32,001-009,LIBERTARIAN,0,0,0,0,13
Anne Arundel,03,32,001-009,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-009,OTHER PARTIES,0,0,0,0,19
Anne Arundel,03,32,001-009,REPUBLICAN,106,24,64,2,698
Anne Arundel,03,32,001-009,UNAFFILIATED,3,0,10,3,491
Anne Arundel,03,32,001-010,DEMOCRATIC,86,15,90,1,526
Anne Arundel,03,32,001-010,LIBERTARIAN,1,0,0,0,8
Anne Arundel,03,32,001-010,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-010,OTHER PARTIES,0,0,0,0,13
Anne Arundel,03,32,001-010,REPUBLICAN,105,20,29,1,491
Anne Arundel,03,32,001-010,UNAFFILIATED,3,0,11,0,309
Anne Arundel,03,32,001-011,DEMOCRATIC,58,13,63,7,401
Anne Arundel,03,32,001-011,LIBERTARIAN,0,0,0,0,3
Anne Arundel,03,32,001-011,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-011,OTHER PARTIES,0,1,0,0,12
Anne Arundel,03,32,001-011,REPUBLICAN,89,8,31,4,485
Anne Arundel,03,32,001-011,UNAFFILIATED,5,0,4,1,267
Anne Arundel,03,12B,001-012,DEMOCRATIC,100,28,118,1,1625
Anne Arundel,03,12B,001-012,LIBERTARIAN,0,0,1,0,20
Anne Arundel,03,12B,001-012,NO LABELS MARYLAND,0,0,0,0,1
Anne Arundel,03,12B,001-012,OTHER PARTIES,0,0,0,0,67
Anne Arundel,03,12B,001-012,REPUBLICAN,30,8,25,3,423
Anne Arundel,03,12B,001-012,UNAFFILIATED,8,2,8,0,752
Anne Arundel,03,12B,001-013,DEMOCRATIC,43,4,24,1,527
Anne Arundel,03,12B,001-013,LIBERTARIAN,0,0,0,0,9
Anne Arundel,03,12B,001-013,NO LABELS MARYLAND,0,0,0,0,1
Anne Arundel,03,12B,001-013,OTHER PARTIES,0,0,0,0,34
Anne Arundel,03,12B,001-013,REPUBLICAN,34,0,10,1,289
Anne Arundel,03,12B,001-013,UNAFFILIATED,3,2,2,0,330
Anne Arundel,03,32,001-014,DEMOCRATIC,79,25,112,1,752
Anne Arundel,03,32,001-014,LIBERTARIAN,0,0,1,0,8
Anne Arundel,03,32,001-014,NO LABELS MARYLAND,0,0,2,0,2
Anne Arundel,03,32,001-014,OTHER PARTIES,0,0,0,0,33
Anne Arundel,03,32,001-014,REPUBLICAN,76,27,44,0,649
Anne Arundel,03,32,001-014,UNAFFILIATED,2,2,8,1,433
Anne Arundel,03,12B,001-015,DEMOCRATIC,99,20,88,5,875
Anne Arundel,03,12B,001-015,LIBERTARIAN,1,0,0,0,12
Anne Arundel,03,12B,001-015,NO LABELS MARYLAND,0,0,1,0,2
Anne Arundel,03,12B,001-015,OTHER PARTIES,0,0,0,0,20
Anne Arundel,03,12B,001-015,REPUBLICAN,103,17,39,1,586
Anne Arundel,03,12B,001-015,UNAFFILIATED,7,2,14,1,486
Anne Arundel,03,12B,001-016,DEMOCRATIC,64,11,65,5,855
Anne Arundel,03,12B,001-016,LIBERTARIAN,0,0,0,0,10
Anne Arundel,03,12B,001-016,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,12B,001-016,OTHER PARTIES,2,0,0,0,43
Anne Arundel,03,12B,001-016,REPUBLICAN,60,18,19,3,542
Anne Arundel,03,12B,001-016,UNAFFILIATED,12,0,5,4,503
Anne Arundel,03,12B,001-017,DEMOCRATIC,46,19,69,3,830
Anne Arundel,03,12B,001-017,LIBERTARIAN,0,0,0,0,16
Anne Arundel,03,12B,001-017,NO LABELS MARYLAND,0,0,0,0,1
Anne Arundel,03,12B,001-017,OTHER PARTIES,2,0,0,0,38
Anne Arundel,03,12B,001-017,REPUBLICAN,33,10,18,1,382
Anne Arundel,03,12B,001-017,UNAFFILIATED,7,0,10,1,453
Anne Arundel,03,12B,001-018,DEMOCRATIC,118,61,187,4,1455
Anne Arundel,03,12B,001-018,LIBERTARIAN,0,0,0,0,10
Anne Arundel,03,12B,001-018,NO LABELS MARYLAND,0,0,0,0,1
Anne Arundel,03,12B,001-018,OTHER PARTIES,0,0,0,0,43
Anne Arundel,03,12B,001-018,REPUBLICAN,48,21,41,3,633
Anne Arundel,03,12B,001-018,UNAFFILIATED,6,3,12,0,668
Anne Arundel,03,32,001-019,DEMOCRATIC,150,82,165,16,1257
Anne Arundel,03,32,001-019,LIBERTARIAN,0,0,0,0,13
Anne Arundel,03,32,001-019,NO LABELS MARYLAND,0,0,1,0,1
Anne Arundel,03,32,001-019,OTHER PARTIES,1,0,0,0,32
Anne Arundel,03,32,001-019,REPUBLICAN,36,20,54,1,403
Anne Arundel,03,32,001-019,UNAFFILIATED,10,2,27,0,635
Anne Arundel,03,32,001-020,DEMOCRATIC,156,85,188,14,1768
Anne Arundel,03,32,001-020,LIBERTARIAN,0,0,1,0,15
Anne Arundel,03,32,001-020,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-020,OTHER PARTIES,0,0,0,1,34
Anne Arundel,03,32,001-020,REPUBLICAN,28,10,30,2,295
Anne Arundel,03,32,001-020,UNAFFILIATED,9,2,13,6,621
Anne Arundel,03,32,001-021,DEMOCRATIC,288,126,383,19,3530
Anne Arundel,03,32,001-021,LIBERTARIAN,2,0,0,0,38
Anne Arundel,03,32,001-021,NO LABELS MARYLAND,0,0,0,0,1
Anne Arundel,03,32,001-021,OTHER PARTIES,2,0,3,0,76
Anne Arundel,03,32,001-021,REPUBLICAN,70,21,100,10,998
Anne Arundel,03,32,001-021,UNAFFILIATED,28,6,45,1,1973
Anne Arundel,03,32,001-022,DEMOCRATIC,86,30,108,8,1061
Anne Arundel,03,32,001-022,LIBERTARIAN,0,0,0,0,9
Anne Arundel,03,32,001-022,NO LABELS MARYLAND,0,0,0,0,1
Anne Arundel,03,32,001-022,OTHER PARTIES,0,0,0,0,18
Anne Arundel,03,32,001-022,REPUBLICAN,9,1,14,1,209
Anne Arundel,03,32,001-022,UNAFFILIATED,5,1,12,1,478
Anne Arundel,05,32,001-023,DEMOCRATIC,34,11,51,0,478
Anne Arundel,05,32,001-023,LIBERTARIAN,0,0,1,0,6
Anne Arundel,05,32,001-023,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,05,32,001-023,OTHER PARTIES,1,0,0,0,10
Anne Arundel,05,32,001-023,REPUBLICAN,11,2,15,0,108
Anne Arundel,05,32,001-023,UNAFFILIATED,8,0,8,1,242
Anne Arundel,03,32,001-024,DEMOCRATIC,84,42,124,2,823
Anne Arundel,03,32,001-024,LIBERTARIAN,0,0,0,0,12
Anne Arundel,03,32,001-024,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,001-024,OTHER PARTIES,0,0,0,0,17
Anne Arundel,03,32,001-024,REPUBLICAN,36,10,29,2,300
Anne Arundel,03,32,001-024,UNAFFILIATED,9,1,8,0,403
Anne Arundel,03,32,001-025,DEMOCRATIC,102,29,70,2,675
Anne Arundel,03,32,001-025,LIBERTARIAN,0,0,0,0,11
Anne Arundel,03,32,001-025,NO LABELS MARYLAND,0,0,1,0,1
Anne Arundel,03,32,001-025,OTHER PARTIES,0,1,0,0,18
Anne Arundel,03,32,001-025,REPUBLICAN,69,16,40,1,478
Anne Arundel,03,32,001-025,UNAFFILIATED,8,3,15,3,460
Anne Arundel,03,31,002-001,DEMOCRATIC,59,22,78,2,497
Anne Arundel,03,31,002-001,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31,002-001,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,31,002-001,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31,002-001,REPUBLICAN,74,11,27,1,368
Anne Arundel,03,31,002-001,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,32,002-002,DEMOCRATIC,92,12,84,4,762
Anne Arundel,03,32,002-002,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-002,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,002-002,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-002,REPUBLICAN,65,23,23,2,452
Anne Arundel,03,32,002-002,UNAFFILIATED,0,0,0,3,0
Anne Arundel,03,32,002-003,DEMOCRATIC,76,16,99,4,757
Anne Arundel,03,32,002-003,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,32,002-003,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,002-003,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-003,REPUBLICAN,89,21,40,0,542
Anne Arundel,03,32,002-003,UNAFFILIATED,0,0,0,6,0
Anne Arundel,03,32,002-004,DEMOCRATIC,148,58,224,19,1160
Anne Arundel,03,32,002-004,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-004,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,002-004,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-004,REPUBLICAN,88,30,70,4,679
Anne Arundel,03,32,002-004,UNAFFILIATED,0,0,0,3,0
Anne Arundel,03,32,002-005,DEMOCRATIC,84,19,93,6,1070
Anne Arundel,03,32,002-005,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-005,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,002-005,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-005,REPUBLICAN,73,11,34,3,543
Anne Arundel,03,32,002-005,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,32,002-006,DEMOCRATIC,67,17,70,4,689
Anne Arundel,03,32,002-006,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,32,002-006,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,002-006,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-006,REPUBLICAN,71,21,39,1,560
Anne Arundel,03,32,002-006,UNAFFILIATED,0,0,0,1,0
Anne Arundel,03,32,002-007,DEMOCRATIC,140,55,199,6,1613
Anne Arundel,03,32,002-007,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-007,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,32,002-007,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,32,002-007,REPUBLICAN,119,35,97,4,969
Anne Arundel,03,32,002-007,UNAFFILIATED,0,0,0,1,0
Anne Arundel,03,12B,002-008,DEMOCRATIC,85,19,114,9,952
Anne Arundel,03,12B,002-008,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,12B,002-008,NO LABELS MARYLAND,0,0,0,0,0
Anne Arundel,03,12B,002-008,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,12B,002-008,REPUBLICAN,135,28,61,0,939
Anne Arundel,03,12B,002-008,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,32,002-009,DEMOCRATIC,134,33,134,5,1192
Anne Arundel,03,32,002-009,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-009,NO LABELS MARYLAND,0,0,0,0,0
